dealer,code,BuySell
永豐金-忠孝,3339,3
凱基-台北,3339,-2
彰銀-台中,3339,2
元大-萬華,3339,-2
玉山-桃園,3339,2
永豐金-台中,3339,-2
永全-八德,3354,37
新光-台南,3354,-90
富邦-苗栗,3354,36
光和-田中,3354,-17
群益金鼎-竹南,3354,20
台新-三民,3354,-8
凱基-台北,3354,20
永豐金-萬盛,3354,-7
兆豐-台中港,3354,13
中國信託,3354,-6
新光-桃園,3354,6
統一-新台中,3354,-5
凱基-高美館,3354,6
安泰-大發,3354,-5
元大-苑裡,3354,6
凱基-員林,3354,-5
京城,3354,4
臺銀,3354,-4
永豐金-永康,3354,4
群益金鼎-彰化,3354,-4
統一-台中,3354,3
元大-北府,3354,-4
群益金鼎-海山,3354,3
國票-南京,3354,-3
群益金鼎-大甲,3354,3
國泰-館前,3354,-3
富邦-嘉義,3354,3
華南永昌-豐原,3354,-3
元大-屏東民生,3354,3
永豐金-員林,3354,-3
元大-板橋,3360,10
凱基-高雄,3360,-6
元大-龍潭,3360,6
第一金-嘉義,3360,-5
兆豐-台南,3360,5
(牛牛牛)亞-鑫豐,3360,-5
第一金-桃園,3360,4
德信-中正,3360,-5
華南永昌-彰化,3360,3
國泰-敦南,3360,-2
富邦-岡山,3360,3
福勝,3360,-2
華南永昌-豐原,3360,2
統一-新台中,3360,-2
富邦-台中,3360,2
口袋證券,3360,-2
臺銀-新竹,3360,1
群益金鼎-東大,3360,-2
兆豐-岡山,3360,1
永豐金-新竹,3360,-1
兆豐-高雄,3360,1
第一金-高雄,3360,-1
國票-彰化,3360,1
合庫-台中,3360,-1
國泰-新莊,3360,1
大昌-桃園,3360,-1
玉山證券,3360,0
致和-台北,3360,-1
元大-文心,3360,0
台新-台南,3360,-1
凱基-台北,3362,231
華南永昌-大安,3362,-219
美商高盛,3362,174
國票-天祥,3362,-155
新加坡商瑞銀,3362,67
富邦-建國,3362,-107
港商野村,3362,52
兆豐-大安,3362,-59
福邦證券,3362,36
元富-中港,3362,-53
美林,3362,35
元大-古亭,3362,-48
台灣摩根士丹利,3362,33
玉山-士林,3362,-34
華南永昌-豐原,3362,30
兆豐-鹿港,3362,-33
永豐金-板新,3362,25
華南永昌,3362,-32
元大-鹿港,3362,20
元富-大昌,3362,-28
國票-台南,3362,19
元富-新莊,3362,-23
摩根大通,3362,19
第一金-路竹,3362,-21
元富-敦南,3362,18
國泰-松江,3362,-20
統一,3362,16
中國信託-永康,3362,-19
元大-大里,3362,14
元大-莒光,3362,-17
元富-宜蘭,3363,271
兆豐-新竹,3363,-667
新光,3363,207
群益金鼎-中山,3363,-360
凱基-三重,3363,164
統一,3363,-255
統一-敦南,3363,152
富邦-陽明,3363,-118
美商高盛,3363,138
臺銀,3363,-102
凱基-台北,3363,138
富邦-龍潭,3363,-101
康和,3363,136
高橋,3363,-95
元大-北三重,3363,130
第一金-台中,3363,-73
富邦-敦南,3363,115
合庫-西台中,3363,-70
兆豐-天母,3363,110
第一金-忠孝,3363,-62
凱基-敦北,3363,106
華南永昌-內壢,3363,-60
華南永昌,3363,103
群益金鼎-建成,3363,-59
新光-台南,3363,100
永豐金-內湖,3363,-57
兆豐-南京,3363,88
新光-新竹,3363,-53
華南永昌-大安,3363,78
元富,3363,-45
富邦-復興,3372,110
富邦-七賢,3372,-50
凱基-長庚,3372,40
華南永昌-楠梓,3372,-35
元大-萬華,3372,26
富邦-永和,3372,-30
兆豐-忠孝,3372,22
元大-大雅,3372,-20
永豐金-嘉義,3372,22
元大-彰化,3372,-19
臺銀-鳳山,3372,21
國泰-敦南,3372,-16
光和-嘉義,3372,20
富邦-中和,3372,-15
摩根大通,3372,18
凱基-站前,3372,-14
美商高盛,3372,15
統一-基隆,3372,-13
元大-楊梅,3372,13
元大-板橋三民,3372,-11
宏遠-館前,3372,10
新加坡商瑞銀,3372,-10
兆豐-鹿港,3372,10
福勝,3372,-10
國泰-忠孝,3372,10
凱基-南崁,3372,-10
群益金鼎-士林,3372,10
富邦-南員林,3372,-10
富邦-陽明,3372,10
元大-嘉義,3372,-10
致和證券,3373,6
元大-樹林,3373,-10
康和-永和,3373,5
永豐金-南京,3373,-8
元富-吉利,3373,5
富邦-高雄,3373,-6
永興-台中,3373,2
元大-成功,3373,-3
元大-大益,3373,2
新光-台中,3373,-2
元大-仁愛,3373,2
華南永昌-楠梓,3373,-2
永豐金-羅東,3373,2
富邦-彰化,3373,-1
新光-高雄,3373,2
國泰-敦南,3373,-1
國票-安和,3373,1
台新-台中,3373,-1
兆豐-鹿港,3373,1
台新-台南,3373,-1
新加坡商瑞銀,3373,1
中國信託,3373,-1
新光,3373,1
兆豐-北高雄,3373,-1
凱基-桃園,3373,1
凱基-台北,3373,1
富邦-和美,3373,1
凱基-台北,3374,32
美林,3374,-85
台灣摩根士丹利,3374,26
元大-員林中山,3374,-35
美好-蘆洲,3374,14
摩根大通,3374,-24
第一金-自由,3374,10
第一金-中壢,3374,-21
華南永昌-岡山,3374,10
永豐金-永康,3374,-17
元富-台中,3374,10
群益金鼎-新竹,3374,-11
元大-館前,3374,10
富邦-復興,3374,-10
元大-北投,3374,10
聯邦-忠孝,3374,-9
永豐金-台南,3374,9
新加坡商瑞銀,3374,-9
元大-大天母,3374,8
玉山-士林,3374,-8
港商野村,3374,7
國泰-板橋,3374,-8
富邦-北宜蘭,3374,7
國泰-忠孝,3374,-6
元大-向上,3374,7
元大-北三重,3374,-6
富邦-苗栗,3374,7
富邦-中港,3374,-5
永豐金-三重,3374,6
玉山-城中,3374,-5
富邦-彰化,3379,20
國票證券,3379,-55
兆豐-鹿港,3379,15
台中銀,3379,-15
(牛牛牛)亞-鑫豐,3379,14
中農,3379,-5
華南永昌-桃園,3379,11
華南永昌-林口,3379,-3
光和-溪湖,3379,10
永豐金-新竹,3379,-2
國泰-高雄,3379,3
華南永昌-高雄,3379,-1
統一-彰化,3379,3
康和-高雄,3379,-1
台新-新營,3379,3
凱基-台北,3379,-1
元富-大裕,3379,1
元大-東泰,3379,-1
大昌-安康,3379,1
元大-屏南,3379,-1
新加坡商瑞銀,3379,1
元大-大統,3379,-1
台中銀-員林,3379,1
富邦-竹北,3379,1
富邦-台南,3379,1
元大-林園,3379,1
國票-和平,3388,4
凱基-永和,3388,-5
玉山-士林,3388,3
富邦-新店,3388,-5
元大-大天母,3388,2
元富-新莊,3388,-1
元富-世貿,3388,1
富邦-陽明,3388,-1
台新-建北,3388,1
元大-員林,3388,-1
凱基-中壢,3388,1
永豐金-敦北,3388,-1
凱基-台北,3388,1
富邦-左營,3388,1
富邦-桃園,3388,0
元大-南屯,3388,0
凱基-豐中,3388,0
玉山-雙和,3388,0
元大-四維,3388,0
元大-台南,3388,0
國泰-松江,3388,0
台新證券,3390,35
元大-彰化民生,3390,-20
美商高盛,3390,15
元大-善化,3390,-15
臺銀-鳳山,3390,15
群益金鼎-中壢,3390,-14
第一金-頭份,3390,15
兆豐-竹北,3390,-12
元大-佳里,3390,12
群益金鼎-三民,3390,-10
台新-台中,3390,11
玉山-桃園,3390,-9
康和-台中,3390,11
統一-城中,3390,-8
兆豐-彰化,3390,10
摩根大通,3390,-5
群益金鼎-彰化,3390,10
富邦-敦南,3390,-5
富邦-員林,3390,6
元大-新竹經國,3390,-5
第一金-大稻埕,3390,5
新加坡商瑞銀,3390,-4
光和,3390,5
大昌,3390,-4
康和-板橋,3390,4
國票-敦北法人,3390,-4
元富,3390,3
富邦-羅東,3390,-4
(牛牛牛)亞-鑫豐,3390,3
元大-復北,3390,-4
摩根大通,3402,104
凱基-竹北,3402,-36
第一金-新竹,3402,32
元大-文心,3402,-30
兆豐-公益,3402,27
國泰-館前,3402,-21
新加坡商瑞銀,3402,20
台灣摩根士丹利,3402,-19
新光,3402,18
富邦-重新,3402,-16
大展,3402,10
台新-高雄,3402,-13
凱基-屏東,3402,10
富邦-嘉義,3402,-13
兆豐-東門,3402,7
新光-台中,3402,-12
富邦-仁愛,3402,5
聯邦-忠孝,3402,-8
元大-苗栗,3402,5
第一金-豐原,3402,-7
元大-四維,3402,5
華南永昌-淡水,3402,-6
港商野村,3402,4
富邦-建國,3402,-6
華南永昌-長虹,3402,4
元大-館前,3402,-6
新光-新竹,3402,3
群益金鼎-海山,3402,-5
凱基-台北,3402,3
元富-敦南,3402,-5
元大-桃園,3426,4
台新-高雄,3426,-5
元大-歸仁,3426,4
新光,3426,-3
永豐金-潮州,3426,2
(牛牛牛)亞-鑫豐,3426,-2
致和-高雄,3434,10
台中銀-豐原,3434,-18
永豐金-永康,3434,5
元大-新盛,3434,-8
玉山證券,3434,4
光和-嘉義,3434,-6
玉山-台南,3434,4
華南永昌-民權,3434,-4
兆豐-景美,3434,3
元大-嘉義,3434,-3
兆豐-永和,3434,3
永豐金-桃園,3434,-3
國票-博愛,3434,3
美好-基隆,3434,-2
台新-建北,3434,3
元大-左營,3434,-2
凱基-台北,3434,3
元富-新竹,3434,-2
凱基-竹科,3434,3
國泰-台中,3434,-2
第一金-桃園,3434,2
國泰-敦南,3434,-2
兆豐-松德,3434,2
凱基-台南,3434,-2
台新-台中,3434,2
凱基-三多,3434,-2
新光-高雄,3434,2
元大-南投,3434,-2
玉山-雙和,3434,2
元大-四維,3434,-2
富邦-板橋中山,3438,19
凱基-台北,3438,-19
富邦-成功,3438,10
國票-中正,3438,-12
富邦-雙和,3438,5
元大-潮州,3438,-10
元大-南投,3438,5
摩根大通,3438,-9
國泰-敦南,3438,4
玉山-嘉義,3438,-8
元富-古亭,3438,4
新光,3438,-6
台新證券,3438,4
元大-忠孝,3438,-5
安泰-大發,3438,4
國票-北投,3438,-4
群益金鼎-彰化,3438,4
元大-雙和,3438,-4
大昌-安康,3438,3
統一-竹南,3438,-3
國票-南科,3438,3
新加坡商瑞銀,3438,-3
凱基-站前,3438,3
口袋證券,3438,-2
凱基-林口,3438,3
兆豐-三民,3438,-2
美好-富順,3438,2
富邦-台北,3438,-2
富邦-北宜蘭,3438,2
富邦-竹北,3438,-2
康和,3441,140
摩根大通,3441,-264
凱基-科園,3441,77
美林,3441,-102
統一-仁愛,3441,64
富邦-板橋,3441,-84
凱基-台北,3441,60
台灣摩根士丹利,3441,-46
兆豐證券,3441,60
元大-鑫永和,3441,-36
永豐金-三重,3441,53
元富-敦南,3441,-33
元富-城中,3441,50
美好-中壢,3441,-31
元大-台中中港,3441,29
永豐金-古亭,3441,-31
台新-高雄,3441,26
元大-忠孝鼎富,3441,-30
高橋-中壢,3441,24
第一金-台中,3441,-29
元大-天母,3441,24
元大-台中,3441,-25
凱基-嘉義,3441,21
台中銀,3441,-23
元富-古亭,3441,20
華南永昌-中正,3441,-23
群益金鼎-大安,3441,20
凱基-中港,3441,-22
凱基-站前,3441,20
國票-中港,3441,-21
凱基-台北,3444,23
華南永昌-楠梓,3444,-30
國票-新莊,3444,19
華南永昌-林口,3444,-20
台新-高雄,3444,14
國票-九鼎,3444,-16
元大-竹東,3444,10
元富-新店,3444,-15
元大-羅東,3444,7
美林,3444,-14
國票-中港,3444,5
國泰-敦南,3444,-9
元大-東蘆,3444,5
新光,3444,-8
永豐金-中和,3444,5
凱基-台南,3444,-7
群益金鼎-大安,3444,4
凱基-中壢,3444,-6
富邦-板橋中山,3444,4
摩根大通,3444,-4
元大-東泰,3444,4
國票-中和,3444,-3
大昌-桃園,3444,3
凱基-市政,3444,-3
康和-板橋,3444,3
中國信託-忠孝,3444,-2
華南永昌-敦南,3444,3
美商高盛,3444,-2
第一金-豐原,3444,2
凱基-高美館,3444,-2
群益金鼎-中壢,3455,30
台灣摩根士丹利,3455,-35
國票-博愛,3455,17
美商高盛,3455,-20
新光,3455,11
元大-前金,3455,-20
元大-北投,3455,11
元大-博愛,3455,-20
元大-北府,3455,8
凱基-桃園,3455,-19
宏遠-中和,3455,6
摩根大通,3455,-14
國泰-台中,3455,5
美林,3455,-11
統一-彰化,3455,5
土銀-和平,3455,-9
元大-小港,3455,5
大昌-安康,3455,-9
臺銀-金山,3455,5
凱基-台北,3455,-7
光和,3455,5
合庫-台中,3455,-6
凱基-內埔,3455,4
凱基-竹科,3455,-5
富邦-斗六,3455,4
合庫-桃園,3455,-4
富邦-土城,3455,4
國泰-台南,3455,-4
富邦-新竹,3455,4
元大-斗六,3455,-4
新光,3465,5
富邦-永和,3465,-16
中國信託,3465,5
群益金鼎-北高雄,3465,-10
國泰-館前,3465,4
元富-緯城,3465,-4
聯邦-雙和,3465,3
國泰-忠孝,3465,-4
永豐金-高雄,3465,3
富邦-成功,3465,-3
玉山-士林,3465,2
群益金鼎-高雄,3465,-1
華南永昌-公誠,3465,2
凱基-台北,3465,-1
富邦-台北,3465,2
元大-北屯,3465,-1
永豐金-苓雅,3465,2
元富-吉利,3465,1
元富-西松,3465,1
元富-大昌,3465,1
兆豐證券,3465,1
臺銀-臺中,3465,1
新光-新竹,3465,1
摩根大通,3466,134
國票-安和,3466,-100
富邦-新竹,3466,30
群益金鼎-中壢,3466,-59
台新證券,3466,28
台中銀,3466,-33
國泰-板橋,3466,26
元大-內湖,3466,-26
美商高盛,3466,25
國泰-忠孝,3466,-21
統一-三重,3466,21
華南永昌-板橋,3466,-20
國泰-桃園,3466,18
元大-東蘆,3466,-19
兆豐-三民,3466,17
富邦-板橋,3466,-18
玉山-板橋,3466,17
元大-桃園,3466,-18
群益金鼎-民權,3466,17
臺銀-臺南,3466,-15
永豐金-南京,3466,16
玉山-台中,3466,-14
台新-高雄,3466,12
群益金鼎,3466,-12
玉山-雙和,3466,12
元大-蘆洲,3466,-12
元大-承德,3466,11
元大-小港,3466,-12
新光-桃園,3466,10
群益金鼎-竹南,3466,-11
國票-安和,3479,497
美商高盛,3479,-253
永豐金-內湖,3479,212
國票-中正,3479,-107
統一,3479,153
元富-敦南,3479,-97
凱基,3479,149
美林,3479,-94
台新-松江,3479,90
港商野村,3479,-93
兆豐-北高雄,3479,81
永豐金-萬盛,3479,-76
統一-三重,3479,65
台灣摩根士丹利,3479,-75
群益金鼎-忠孝,3479,60
新光-台中,3479,-71
華南永昌-中正,3479,59
元大-信義,3479,-69
台灣企銀-台中,3479,58
新加坡商瑞銀,3479,-57
光和-和美,3479,51
元富-城中,3479,-55
元大證券,3479,49
凱基-站前,3479,-52
群益金鼎-台北,3479,45
元富-文心,3479,-50
宏遠-台中,3479,35
兆豐-竹北,3479,-50
合庫證券,3479,33
元大-北屯,3479,-44
凱基-台北,3483,44
統一-彰化,3483,-54
美商高盛,3483,20
華南永昌,3483,-47
凱基-台東,3483,20
富邦-仁愛,3483,-40
玉山-新莊,3483,16
富邦-龍潭,3483,-20
新光,3483,16
美林,3483,-14
新加坡商瑞銀,3483,13
元大-府城,3483,-12
凱基-和平,3483,13
台灣摩根士丹利,3483,-11
富邦-興業,3483,13
元富-城中,3483,-9
元大-西門,3483,10
元大-大里,3483,-9
元大-新莊,3483,10
永豐金-天母,3483,-9
港商野村,3483,9
高橋-龍潭,3483,-8
統一-桃園,3483,7
大昌-新店,3483,-7
國泰-板橋,3483,7
新光-高雄,3483,-7
群益金鼎-鳳山,3483,6
元大-大統,3483,-7
富邦-台南,3483,6
元大-木柵,3483,-7
凱基-台北,3484,56
兆豐-公益,3484,-46
統一,3484,53
永豐金-鳳山,3484,-37
康和-板橋,3484,40
元大-士林,3484,-28
永豐金-南投,3484,30
康和-新竹,3484,-18
第一金-華江,3484,24
美林,3484,-14
永豐金-桃盛,3484,20
凱基-中壢,3484,-14
玉山-高雄,3484,15
美商高盛,3484,-13
凱基-中港,3484,13
元富-大裕,3484,-13
元大-北投,3484,13
凱基-竹東,3484,-13
統一-桃園,3484,12
元大-萬華,3484,-13
群益金鼎-彰化,3484,12
新加坡商瑞銀,3484,-11
華南永昌-忠孝,3484,12
兆豐-埔墘,3484,-10
港商野村,3484,11
元大-新竹,3484,-10
第一金-桃園,3484,11
土銀-嘉義,3484,-10
凱基-長庚,3484,10
元富-緯城,3484,-8
統一-三重,3489,20
元富-城中,3489,-35
元富-桃園,3489,4
統一-敦南,3489,-14
大昌-新店,3489,3
凱基-台北,3489,-2
永全-南崁,3489,3
元大-沙鹿,3489,-2
臺銀-鳳山,3489,3
元富-文心,3489,-1
凱基-汐止,3489,3
凱基-內埔,3489,-1
永豐金-中盛,3489,3
凱基-林口,3489,-1
永豐金-北高雄,3489,3
宏遠-台中,3489,2
群益金鼎-永和,3489,2
國泰-台中,3489,2
凱基-三重,3489,2
凱基-三多,3489,2
永豐金-忠孝,3489,2
台新證券,3489,1
群益金鼎-東大,3490,11
富邦-新莊,3490,-28
日茂-埔里,3490,10
光和-嘉義,3490,-11
台中銀,3490,10
凱基-台北,3490,-9
元大-鶯歌,3490,10
臺銀-鳳山,3490,-8
元大-楊梅,3490,10
凱基-天母,3490,-7
台新-建北,3490,9
新光,3490,-7
康和-嘉義,3490,9
元大-永春,3490,-6
(牛牛牛)亞-鑫豐,3490,8
元大-高雄,3490,-6
摩根大通,3490,8
玉山-嘉義,3490,-5
華南永昌-桃園,3490,6
亞東-高雄,3490,-4
美好-中壢,3490,5
兆豐-中壢,3490,-4
致和證券,3490,4
永豐金-天母,3490,-4
凱基-中港,3490,4
兆豐-板橋,3490,-3
富邦-南屯,3490,3
元大-雙和,3490,-3
統一-三多,3490,2
元大-大同,3490,-3
美林,3491,64
中國信託,3491,-76
國泰證券,3491,58
兆豐證券,3491,-75
華南永昌,3491,45
元大-土城,3491,-75
永豐金-彰化,3491,40
玉山-板橋,3491,-59
第一金,3491,31
富邦-內湖,3491,-53
康和-嘉義,3491,30
新光,3491,-51
元大-彰化,3491,25
群益金鼎-大安,3491,-50
國票-內壢,3491,21
元大-金華,3491,-36
群益金鼎-屏東,3491,20
群益金鼎-台北,3491,-32
華南永昌-長虹,3491,20
台灣摩根士丹利,3491,-31
宏遠-高雄,3491,16
華南永昌-大安,3491,-26
國泰-台中,3491,15
華南永昌-台中,3491,-24
國泰-桃園,3491,15
凱基-台北,3491,-22
元大-南海,3491,15
統一-南京,3491,-20
統一,3491,14
國票-博愛,3491,-20
永豐金-大園,3492,31
新百王,3492,-20
富邦-高雄,3492,22
兆豐-北高雄,3492,-10
宏遠-台南,3492,5
元大-敦化,3492,-10
凱基-台北,3492,5
國票-九鼎,3492,-9
富邦-七賢,3492,4
富邦-鳳山,3492,-5
土銀-和平,3492,3
富邦-中壢,3492,-4
兆豐-新營,3492,2
兆豐-內湖,3492,-3
美好-蘆洲,3492,2
臺銀,3492,-3
台新-新營,3492,2
元大-大益,3492,-3
凱基-竹北,3492,2
永豐金-桃園,3492,-3
富邦-南京,3492,2
新光,3492,-2
富邦-建國,3492,2
華南永昌-中正,3492,-2
元大-龍潭,3492,2
元大-基隆,3492,-2
合庫-桃園,3492,1
土銀-彰化,3492,-1
宏遠-桃園,3492,1
元富-宜蘭,3492,-1
華南永昌-麻豆,3498,15
永豐金-松山,3498,-26
統一-仁愛,3498,10
富邦-中壢,3498,-16
元大-斗信,3498,5
美商高盛,3498,-15
台灣企銀,3498,5
元大-古亭,3498,-10
永豐金-中和,3498,5
永豐金-嘉義,3498,-6
美林,3498,4
新加坡商瑞銀,3498,-5
群益金鼎-新竹,3498,4
元富-大裕,3498,-5
台新證券,3498,3
群益金鼎-民權,3498,-5
第一金-安和,3498,3
摩根大通,3498,-4
第一金-華江,3498,3
群益金鼎-中壢,3498,-3
凱基-板橋,3498,3
凱基-台北,3498,-3
元大-中壢,3498,3
玉山-雙和,3498,-2
永豐金-大園,3498,3
富邦-中港,3498,-2
國泰-台中,3498,2
元富-花蓮,3498,-1
(牛牛牛)亞-鑫豐,3498,2
兆豐-鹿港,3498,-1
富邦-台北,3499,201
凱基-台北,3499,-111
凱基-站前,3499,134
華南永昌-長虹,3499,-98
元大-板橋三民,3499,65
富邦-木柵,3499,-64
元大-新店中正,3499,62
永豐金-嘉義,3499,-60
永豐金-忠孝,3499,61
合庫-嘉義,3499,-59
富邦-陽明,3499,39
康和-高雄,3499,-54
美林,3499,37
玉山-高雄,3499,-51
合庫-台中,3499,30
富邦-雙和,3499,-50
土銀-新竹,3499,29
元大-東蘆,3499,-40
台新-台南,3499,26
富邦-頭份,3499,-39
永豐金-埔里,3499,26
玉山-嘉義,3499,-37
元大-信義,3499,25
國票-桃園,3499,-36
永豐金-屏東,3499,25
富邦-竹東,3499,-33
元大-基隆孝二,3499,21
元大-中和,3499,-33
群益金鼎-台北,3499,20
元大-北屯,3499,-30
元大-福營,3508,20
富邦-大墩,3508,-25
元大-博愛,3508,19
凱基-長庚,3508,-18
台灣企銀-屏東,3508,15
臺銀-民權,3508,-13
國泰-松江,3508,14
富邦-中和,3508,-12
元大-東港,3508,11
土銀-玉里,3508,-10
宏遠-桃園,3508,10
群益金鼎-大甲,3508,-10
永豐金-信義,3508,10
元大-汐止,3508,-10
陽信-石牌,3508,9
元富-板橋,3508,-8
富邦-復興,3508,9
富邦-台北,3508,-7
新光-台中,3508,8
兆豐-小港,3508,-6
凱基-台北,3508,8
國泰-高雄,3508,-6
凱基-基隆,3508,7
新光,3508,-6
華南永昌-鶯歌,3508,7
宏遠-新化,3508,-5
元大-台中,3508,7
富邦-北高雄,3508,-5
統一-汐止,3508,5
國泰-敦南,3508,-5
新加坡商瑞銀,3511,11
元大-鑫永和,3511,-18
大昌-新店,3511,10
元富-高雄,3511,-10
凱基-台北,3511,10
元大-員林,3511,-10
國票-南港,3511,8
永豐金-桃盛,3511,-10
統一,3511,7
元富-同大,3511,-5
元大-鹿港,3511,7
富邦-台南,3511,-5
永全-八德,3511,6
台灣摩根士丹利,3511,-4
統一-中壢,3511,5
元大-大益,3511,-4
玉山-景美,3511,5
永豐金-新莊,3511,-4
元大-沙鹿,3511,5
第一金-新興,3511,-3
元大-彰化,3511,5
群益金鼎-新竹,3511,-3
國票-天祥,3511,4
凱基-高美館,3511,-3
富邦-板橋,3511,4
永豐金-新竹,3511,-3
美商高盛,3511,3
永豐金-竹科,3511,-3
高橋-內壢,3511,3
第一金-光復,3511,-2
新光-新竹,3512,12
台新-高雄,3512,-13
國泰-館前,3512,5
元大-斗六,3512,-11
群益金鼎-彰化,3512,5
兆豐-埔墘,3512,-10
永豐金-鳳山,3512,5
元大-文心,3512,-6
玉山-桃園,3512,4
康和-台南,3512,-5
統一-桃園,3512,3
台灣企銀,3512,-4
玉山-台南,3512,3
群益金鼎-新店,3512,-4
元富-敦南,3512,2
美好-富順,3512,-2
第一金-自由,3512,2
新光-台南,3512,-2
國票-南科,3512,2
凱基-東門,3512,-2
新光-桃園,3512,2
凱基-天母,3512,-2
國泰-松江,3512,2
元富-虎尾,3512,-1
富邦-府城,3512,2
統一-汐止,3512,-1
富邦-板橋,3512,2
(牛牛牛)亞-鑫豐,3512,-1
永豐金證券,3512,2
亞東-台南,3512,-1
臺銀,3516,20
統一,3516,-17
凱基-桃園,3516,20
兆豐-南京,3516,-16
凱基-鳳山,3516,14
康和-內湖,3516,-16
凱基-士林,3516,8
玉山-左營,3516,-15
玉山-台南,3516,7
永豐金-桃盛,3516,-15
臺銀-臺中,3516,5
國泰-台中,3516,-6
新光,3516,5
凱基-台北,3516,-6
國票-內壢,3516,4
