dealer_id:ID,name,:LABEL
9b414451195cca44e2803b6be0c40930,凱基-岡山,Dealer
fa7a36022f0110867c986bc16806d260,兆豐-景美,Dealer
ab1a6f49adde1865593c892740a33eab,日盛-嘉義,Dealer
8ff175ff44f248c116f0943641a191e2,第一金-華江,Dealer
f7278adde762a7a3d13cf45f804a545d,凱基-三重,Dealer
4d139af814a8b980a35da5c746afd9e3,元大-台中中港,Dealer
425922c71a77cbd58f0bcda86a588f25,元大-和平,Dealer
09ffbf25963eeeab7ee9dc39c2b77255,德信-中正,Dealer
f4f62b0f6c62e86c37b3991c8b6d5f01,台灣企銀-台南,Dealer
defc544fb96ac519df6e3478e4a75a2a,群益金鼎-民權,Dealer
88f2d1e8ea2b442b4ccb38c702a4a5e7,元大-基隆孝二,Dealer
a3209898d17214434f8d66c88fd717e8,群益金鼎-崇德,Dealer
c51a902060e39c94f41383fdb599af23,凱基-興隆,Dealer
f5382ee7d89acca9b125c05bdf811a4f,永豐金-中盛,Dealer
d92361e34d4c9f20abfc72e7556d02e6,華南永昌-世貿,Dealer
512afb4ec1fc8af3ce61b51ae4c20675,元富-緯城,Dealer
8c091ed426d62034602ee19100787970,元大-萬華,Dealer
d5f3aa409b1c649a72d4a440e7123cf7,致和-南京,Dealer
63d8e977f2fbaa849af003ff6d10fde2,統一-三重,Dealer
5e909a6492fc58081d6f2c41171112af,大昌-新竹,Dealer
84a3e57f72902b838d4ceeed1a92bacc,康和-延平,Dealer
c89298b112f2030ccfe9c89542f06db2,元大-北港,Dealer
947a9a91b2a23af37428f78a5569a0d4,群益金鼎-基隆,Dealer
91c1808c0931a3da50b52699c75c65fd,元大-大里,Dealer
df84cb08d6ebf1e92d3d143aaf4b970e,光和,Dealer
aa0cb392be4f2161e1bc2ca297730c12,富邦-新竹華信,Dealer
cfa452ebd80aee25ed9cc35ec2b7d93b,華南永昌-淡水,Dealer
e61b627fbb0374f6f0477b069d761fac,日盛-三重,Dealer
0ae9cf8dbff6268094c43be2d8a72701,康和-高雄,Dealer
19d080577e65fc79c4f5abb0b37fb7be,陽信,Dealer
c4227f1a89a587fbd51af3dc9f700cd8,土銀-台南,Dealer
cccfa5a647d3583a8324fd598065b5a9,土銀-玉里,Dealer
6333fabea0967f4595acba0d05e3419d,凱基-永華,Dealer
5cb27061bd6294a52f998a5d61966fd7,凱基-虎尾,Dealer
b927c3c476502b9427d20333e65238a4,合庫-桃園,Dealer
346a138c6d523591613562eef785cf77,元富-四維,Dealer
3104e4fde0498096d1e3f3f0f0fa1f16,第一金-中山,Dealer
d4d7143196e9bd7f88aeb30402fed022,臺銀-鳳山,Dealer
ed539651dfa272c373e9d09aeac44823,統一-板橋,Dealer
341cfe6f3ccc15435a58b4718cf8daee,統一-嘉義,Dealer
